citedby,persNo,pubID,title,year
37,27954,35348986015,Inhibition of primordial germ cell proliferation by the medaka male determining gene Dmrt1bY,2007
50,27954,33846635519,Pituitary-interrenal interaction in zebrafish interrenal organ development,2007
16,27954,33845679029,Discontinuous organization and specification of the lateral floor plate in zebrafish,2007
34,27954,33845864716,Zebrafish and medaka as models for bone research including implications regarding space-related issues,2006
5,27954,33750526679,Simulated microgravity upregulates gene expression of the skeletal regulator Core binding Factor ?1/Runx2 in Medaka fish larvae in vivo,2006
32,27954,33750020831,Tissue-specific expression of dmrt genes in embryos and adults of the platyfish Xiphophorus maculatus,2006
2,27954,33746084871,Structural and functional characterization of the zebrafish lamin B receptor,2006
24,27954,33646695491,Comparative analysis of her genes during fish somitogenesis suggests a mouse/chick-like mode of oscillation in medaka,2006
31,27954,33646054249,Dynamic expression of sparc precedes formation of skeletal elements in the Medaka (Oryzias latipes),2006
18,27954,33646035816,her1 and her13.2 are jointly required for somitic border specification along the entire axis of the fish embryo,2006
52,27954,30744454006,Identification and comparative expression analysis of a second wt1 gene in zebrafish,2006
162,27954,25844461744,Reduced U snRNP assembly causes motor axon degeneration in an animal model for spinal muscular atrophy,2005
29,27954,17444393270,Medial floor plate formation in zebrafish consists of two phases and requires trunk-derived Midkine-a,2005
22,27954,9944222420,Hedgehog and retinoid signalling confines nkx2.2b expression to the lateral floor plate of the zebrafish trunk,2005
20,27954,3042666129,"her7 and hey1, but not lunatic fringe show dynamic expression during somitogenesis in medaka (Oryzias latipes)",2004
36,27954,3042565857,Activation of the mouse Oct4 promoter in medaka embryonic stem cells and its use for ablation of spontaneous differentiation,2004
54,27954,3042560411,Developmentally regulated and non-sex-specific expression of autosomal dmrt genes in embryos of the Medaka fish (Oryzias latipes),2004
14,27954,3042514198,Mutations affecting somite formation in the Medaka (Oryzias latipes),2004
11,27954,3042616064,"Genetic dissection of the formation of the forebrain in Medaka, Oryzias latipes",2004
17,27954,3042567788,Mutations affecting retina development in Medaka,2004
89,27954,3042514200,"A systematic genome-wide screen for mutations affecting organogenesis in Medaka, Oryzias latipes",2004
3,27954,4744376209,The lamina-associated polypeptide 2 (LAP2) genes of zebrafish and chicken: No LAP2? isoform is synthesised by non-mammalian vertebrates,2004
27,27954,345602147,Characterization of hey bHLH genes in teleost fish,2003
26,27954,38159312,"The lamina-associated polypeptide 2 (LAP2) isoforms ?, ? and ? of zebrafish: Developmental expression and behavior during the cell cycle",2003
48,27954,38479996,Functional divergence of two zebrafish midkine growth factors following fish-specific gene duplication,2003
31,27954,37453275,The pro-opiomelanocortin gene of the zebrafish (Danio rerio),2003
25,27954,346910548,The teleost fish medaka (Oryzias latipes) as genetic model to study gravity dependent bone homeostasis in vivo,2003
24,27954,38801464,Hey bHLH factors in cardiovascular development,2002
455,27954,37015066,"A duplicated copy of DMRT1 in the sex-determining region of the Y chromosome of the medaka, Oryzias latipes",2002
28,27954,35174990,"Zebrafish mdk2, a novel secreted midkine, participates in posterior neurogenesis",2001
3,27954,34673924,Primary structure and expression of the Xiphophorus DNA-(cytosine-5)-methyltransferase XDNMT-1,2000
40,27954,31797997,Efficiency of cell culture derivation from blastula embryos and of chimera formation in the medaka (Oryzias latipes) depends on donor genotype and passage number,1998
25,27954,32473868,Activation of the Xmrk proto-oncogene of Xiphophorus by overexpression and mutational alterations,1998
135,27954,32584234,Production of medakafish chimeras from a stable embryonic stem cell line,1998
29,27954,31437817,Phenotypic rescue of the albino mutation in the medakafish (Oryzias latipes) by a mouse tyrosinase transgene,1997
24,27954,31023918,Activation of transcription of the melanoma inducing Xmrk oncogene by a GC box element,1997
0,27954,30946760,Erratum: Activation of transcription of the melanoma inducing Xmrk oncogene by a GC box element (Journal of Biological Chemistry (1997) 272 (131-137)),1997
143,27954,30294711,Pluripotency and differentiation of embryonic stem cell lines from the medakafish (Oryzias latipes),1996
323,27954,28019114,Neurotrophin-6 is a new member of the nerve growth factor family,1994
44,27954,28272397,Ligand-dependent tumor induction in medakafish embryos by a Xmrk receptor tyrosine kinase transgene,1994
8,27954,10473094,Development of a heavy metal-inducible fish-specific expression vector for gene transfer in vitro and in vivo,1993
22,27954,26906568,Analysis of heterologous and homologous promoters and enhancers in vitro and in vivo by gene transfer into Japanese medaka (Oryzias latipes) Xiphophorus.,1992
43,27954,25904968,Transient expression of foreign DNA during embryonic and larval development of the medaka fish (Oryzias latipes),1991
2,27954,25097848,Oncofetal antigen in Xiphophorus detected by monoclonal antibodies directed against melanoma?associated antigens,1990
1,29038,85018623683,New evidence shows that Pocillopora 'damicornislike' corals in Singapore are actually Pocillopora acuta (Scleractinia: Pocilloporidae),2017
0,29038,85016098995,"Cyphastrea salae, a new species of hard coral from Lord Howe Island, Australia (Scleractinia, Merulinidae)",2017
0,29038,85018166301,Cyphastrea (Cnidaria:Scleractinia:Merulinidae) in the Red Sea: Phylogeny and a new reef coral species,2017
3,29038,84991338049,Taxonomic classification of the reef coral family Lobophylliidae (Cnidaria: Anthozoa: Scleractinia),2016
15,29038,84960969538,A Trait-Based Approach to Advance Coral Reef Science,2016
11,29038,84962446753,"The Coral Trait Database, a curated database of trait information for coral species from the global oceans",2016
3,29038,84957956782,Conservation of reef corals in the South China Sea based on species and evolutionary diversity,2016
26,29038,84930475112,Extraordinary diversity of reef corals in the South China Sea,2015
5,29038,84928245676,"Fossils, phylogenies, and the challenge of preserving evolutionary history in the face of anthropogenic extinctions",2015
3,29038,84964693524,The future of evolutionary diversity in reef corals,2015
10,29038,84920950199,The future of evolutionary diversity in reef corals,2015
3,29038,85009782176,When forms meet genes: Revision of the scleractinian genera Micromussa and Homophyllia (Lobophylliidae) with a description of two new species and one new genus,2015
2,29038,84903584130,A complete species phylogeny of the marine midge Pontomyia (Diptera:Chironomidae) reveals a cosmopolitan species and a new synonym,2014
49,29038,84901240265,"Taxonomic classification of the reef coral families Merulinidae, Montastraeidae, and Diploastraeidae (Cnidaria: Anthozoa: Scleractinia)",2014
22,29038,84905757780,"Towards a phylogenetic classification of reef corals: The Indo-Pacific genera Merulina, Goniastrea and Scapophyllia (Scleractinia, Merulinidae)",2014
13,29038,84886296391,Anthropogenic extinction threats and future loss of evolutionary history in reef corals,2013
11,29038,79960131177,"Inference of phylogenetic relationships within Fabriciidae (Sabellida, Annelida) using molecular and morphological data",2011
3,29038,79957587543,"The flightless marine midge Pontomyia (Diptera: Chironomidae): ecology, distribution, and molecular phylogeny",2011
43,29038,79551638659,"Cleaning up the 'Bigmessidae': Molecular phylogeny of scleractinian corals from Faviidae, Merulinidae, Pectiniidae and Trachyphylliidae",2011
1,29038,77952618546,Temporal Changes in Reef Community Structure at Bintan Island (Indonesia) Suggest Need for Integrated Management,2010
12,29038,65349158741,"Field collection of Laevipilina hyalina McLean, 1979 from southern California, the most accessible living monoplacophoran",2009
36,29038,57649143471,More evidence for pervasive paraphyly in scleractinian corals: Systematic study of Southeast Asian Faviidae (Cnidaria; Scleractinia) based on molecular and morphological data,2009
11,29038,56449124964,Assisted colonization won't help rare species,2008
138,29038,40949140505,Slow mitochondrial COI sequence evolution at the base of the metazoan tree and its implications for DNA barcoding,2008
21,29038,33847383349,Movement and aggregation in the fluted giant clam (Tridacna squamosa L.),2007
10,29038,49749113981,"Effects of shore height and visitor pressure on the diversity and distribution of four intertidal taxa at Labrador beach, Singapore",2006
1,5671,84985920501,Dioxonaphthoimidazoliums are Potent and Selective Rogue Stem Cell Clearing Agents with SOX2-Suppressing Properties,2016
36,5671,84901953683,Differential effect of solar light in increasing the toxicity of silver and titanium dioxide nanoparticles to a fish cell line and zebrafish embryos,2014
11,5671,84898612023,A new class of pluripotent stem cell cytotoxic small molecules,2014
8,5671,84907912487,Derivation and long-term culture of an embryonic stem cell-like line from zebrafish blastomeres under feeder-free condition,2014
30,5671,79953023267,Optimization of lentiviral vectors generation for biomedical and clinical research purposes: Contemporary trends in technology development and applications,2011
120,5671,78751641849,Human Wharton's Jelly Stem Cells Have Unique Transcriptome Profiles Compared to Human Embryonic Stem Cells and Other Mesenchymal Stem Cells,2011
8,5671,77149131202,pbx1 is essential for growth of zebrafish swim bladder,2010
3,5671,77953790049,Arterial and venous vessels are required for modulating developmental relocalization and laterality of the interrenal tissue in zebrafish,2010
10,5671,74649086027,A three dimensional anchorage independent In Vitro system for the prolonged growth of embryoid bodies to study cancer cell behaviour and anticancer agents,2009
3,5671,70249135754,Transcriptional activation of zebrafish cyp11a1 promoter is dependent on the nuclear receptor Ff1b,2009
21,5671,33744548381,The search for factors in human feeders that support the derivation and propagation of human embryonic stem cells: preliminary studies using transcriptome profiling by serial analysis of gene expression,2006
23,5671,33749071022,Reverse Serial Analysis of Gene Expression (SAGE) characterization of orphan SAGE tags from human embryonic stem cells identifies the presence of novel transcripts and antisense transcription of key pluripotency genes,2006
9,5671,33646765779,Preliminary molecular and morphological study of the Calappa lophos species group (Decapoda:Brachyura:Calappidae),2006
5,5671,33748899073,"Molecular evidence for the systematic positions of two enigmatic mosses: Pterogonidium pulchellum (Sematophyllaceae, Musci) and Piloecium pseudorufescens (Myuriaceae, Musci)",2006
102,5671,33644669365,Invasion success and genetic diversity of introduced populations of guppies Poecilia reticulata in Australia,2005
32,5671,22144453197,"Gene duplication, gene loss and evolution of expression domains in the vertebrate nuclear receptor NR5A (Ftz-F1) family",2005
2,5671,18444373900,"Cloning, genomic organization, and expression analysis of zebrafish nuclear receptor coactivator, TIF2",2005
2,5671,16444370317,Erratum: An efficient and safe xeno-free cryopreservation method for the storage of human embryonic stem cells (Stem Cells (2004) 22 (779-789)),2005
103,5671,4444261100,An efficient and safe xeno-free cryopreservation method for the storage of human embryonic stem cells,2004
2,5671,13844267027,Ultrarapid prenatal detection of Down syndrome using real-time multiplex polymerase chain reaction (PCR) in amniotic fluid.,2004
14,5671,1942439746,Characterization of the seabass pancreatic ?-amylase gene and promoter,2004
337,5671,346250854,The Transcriptome Profile of Human Embryonic Stem Cells as Defined by SAGE,2004
3,5671,3042712889,Hormonal influence on amylase gene expression during Seabass (Lates calcarifer) larval development,2004
0,5671,9244248658,Erratum: Hormonal influence on amylase gene expression during Seabass (Lates calcarifer) larval development (General and Comparative Endocrinology (2004) 138 (14-19) DOI: 10.1016/j.ygcen.2004.04.007),2004
253,5671,345688742,Comparative Evaluation of Various Human Feeders for Prolonged Undifferentiated Growth of Human Embryonic Stem Cells,2003
6,5671,1642441798,Cloning and Tissue Expression of 6-Pyruvoyl Tetrahydropterin Synthase and Xanthine Dehydrogenase from Poecilia reticulata,2003
52,5671,141864364,Prox1 is a novel coregulator of Ff1b and is involved in the embryonic development of the zebra fish interrenal primordium,2003
0,5671,348226749,Erratum: Genetic Linkage Maps of the Guppy (Poecilia reticulata): Assignment of RAPD Markers to Multipoint Linkage Groups (Marine Biotechnology 5;3 (279-293)),2003
44,5671,41343075,ff1b is required for the development of steroidogenic component of the zebrafish interrenal organ,2003
17,5671,41974550,Genetic linkage maps of the guppy (Poecilia reticulata): Assignment of RAPD markers to multipoint linkage groups,2003
3,5671,37036623,"A Plasmodium falciparum homologue of the Ran binding protein 1, a protein involved in nucleocytoplasmic transport",2002
5,5671,36658942,Genetic diversity within and among feral populations and domesticated strains of the guppy (Poecilia reticulata) in Singapore,2002
145,5671,36510949,Thyroid hormones are important for embryonic to larval transitory phase in zebrafish,2002
556,5671,36714330,Human feeders support prolonged undifferentiated growth of human inner cell masses and embryonic stem cells,2002
21,5671,35665284,Ontogeny of ?-amylase gene expression in sea bass larvae (Lates calcarifer),2001
199,5671,342265154,Effect of preparation conditions on morphology and release profiles of biodegradable polymeric microspheres containing protein fabricated by double-emulsion method,2000
44,5671,33993613,"Developmental expression of a novel Ftz-F1 homologue, ff1b (NR5A4), in the zebrafish Danio rerio",2000
77,5671,33984569,"Temporal expression and T3 induction of thyroid hormone receptors ?1 and ?1 during early embryonic and larval development in zebrafish, Danio rerio",2000
15,5671,33236430,"Linkage analysis and mapping of three sex-linked color pattern genes in the guppy, Poecilia reticulata",1999
15,5671,33241695,"Sex-linkage of the black caudal-peduncle and red tail genes in the tuxedo strain of the guppy, Poecilia reticulata",1999
12,5671,33147816,"Genetic basis of the variegated tail pattern in the guppy, Poecilia reticulata",1999
0,5671,32739041,Effect of preparation conditions on characteristics of biodegradable polymeric microspheres containing protein fabricated by double-emulsion solvent extraction technique,1999
0,5671,32754257,"Profile, morphology and mechanism of protein release from biodegradable polymeric microspheres",1999
7,5671,438037,Dexamethasone receptors and their distribution in the brain of the red tilapia,1997
1,5671,343471870,Immediate digestion of fish muscle following field collections yields DNA suitable for RAPD fingerprinting,1997
32,5671,31172253,Efficient gene transfer into zebrafish skeletal muscle by intramuscular injection of plasmid DNA,1997
30,5671,30026421,Genetic variation inferred from RAPD fingerprinting in three species of tilapia,1996
31,5671,29382726,"Inheritance of RAPD markers in the guppy fish, Poecilia reticulata.",1995
296,5671,28064704,Extraordinary salmon growth [7],1994
38,5671,27679852,"Polymerase chain reaction amplification and functional characterization of sockeye salmon histone H3, metallothionein-B, and protamine promoters.",1993
88,5671,27673049,RAPD analysis: An efficient method of DNA fingerprinting in fishes,1993
85,5671,25266848,Transcription of the transforming genes of the oncogenic human papillomavirus-16 is stimulated by tumor promotors through AP1 binding sites,1990
89,5671,25105265,"Transcriptional activation of human papillomavirus 16 by nuclear factor I, AP1, steroid receptors and a possibly novel transcription factor, PVF: A model for the composition of genital papillomavirus enhancers",1990
164,5671,24370614,Progesterone and glucocorticoid response elements occur in the long control regions of several human papillomaviruses involved in anogenital neoplasia,1989
8,5671,23927339,Aminoglutethimide augments follicle-stimulating hormone-induced aromatase activity in cultured porcine granulosa cells,1988
3,5671,23990366,Human papillomavirus-16 and genital cancer: are tests for the viral gene expression in vitro indicators for risk factors in vivo?,1988
16,5671,23183167,"The ihibition of 3?HSD activity in porcine granulosa cells by 4-MA, a potent 5?-reductase inhibitor",1987
24,5671,22606770,FSH-induced aromatase activity in porcine granulosa cells: Non-competitive inhibition by non-aromatizable androgens,1986
34,5671,22971121,Inhibition of follicle-stimulating hormone induction of aromatase activity in porcine granulosa cells by thyroxine and triiodothyronine,1986
4,5671,22634893,Effect of testosterone and 5?-dihydrotestosterone on follicle-stimulating hormone-induced aromatase activity in porcine granulosa cells,1986
0,30127,85018279814,EGFR and HER2 activate rigidity sensing only on rigid matrices,2017
3,30127,85006333268,Integrin and cadherin clusters: A robust way to organize adhesions for cell mechanics,2017
1,30127,84992184268,Polymer fiber-based models of connective tissue repair and healing,2017
0,30127,85014652422,Spatial control of biological ligands on surfaces applied to T cell activation,2017
5,30127,84994635744,?-Actinin links extracellular matrix rigidity-sensing contractile units with periodic cell-edge retractions,2016
5,30127,84994234540,Matrix mechanics controls FHL2 movement to the nucleus to activate p21 expression,2016
2,30127,84994099866,Actin polymerization-dependent activation of Cas-L promotes immunological synapse stability,2016
3,30127,84992036738,Formin DAAM1 organizes actin filaments in the cytoplasmic nodal actin network,2016
8,30127,84987749253,Mechanosensing Controlled Directly by Tyrosine Kinases,2016
6,30127,84978648869,Cooperative vinculin binding to talin mapped by time-resolved super resolution microscopy,2016
17,30127,84977675071,The mechanical response of talin,2016
3,30127,84970979595,Nuclear transport of paxillin depends on focal adhesion dynamics and FAT domains,2016
5,30127,84968754287,Molecular Occupancy of Nanodot Arrays,2016
5,30127,84963582773,Mechanical confinement triggers glioma linear migration dependent on formin FHOD3,2016
3,30127,84966344967,High-Throughput Mechanobiology Screening Platform Using Micro- and Nanotopography,2016
2,30127,84963542321,"F-actin waves, actin cortex disassembly and focal exocytosis driven by actin-phosphoinositide positive feedback",2016
10,30127,84958280523,Cell contractility arising from topography and shear flow determines human mesenchymal stem cell fate,2016
26,30127,84952637560,Tropomyosin controls sarcomere-like contractions for rigidity sensing and suppressing growth on soft matrices,2016
12,30127,84945575541,Integrin-beta3 clusters recruit clathrin-mediated endocytic machinery in the absence of traction force,2015
12,30127,84943423594,Micropatterning of TCR and LFA-1 ligands reveals complementary effects on cytoskeleton mechanics in T cells,2015
14,30127,84914145318,Early events in cell spreading as a model for quantitative analysis of biomechanical events,2015
47,30127,84923333226,Cyclic stretching of soft substrates induces spreading and growth,2015
9,30127,84921730726,Parallel near-field photolithography with metal-coated elastomeric masks,2015
13,30127,84949591113,Nascent Integrin Adhesions Form on All Matrix Rigidities after Integrin Activation,2015
23,30127,84925520191,Talin Dependent Mechanosensitivity of Cell Focal Adhesions,2015
15,30127,84908178785,Uncovering the mechanism of trapping and cell orientation during Neisseria gonorrhoeae twitching motility,2014
90,30127,84905101429,YAP/TAZ as mechanosensors and mechanotransducers in regulating organ size and tumor growth,2014
82,30127,84898467976,Mechanical activation of vinculin binding to talin locks talin in an unfolded conformation,2014
0,30127,84908638722,Can small institutes address some problems facing biomedical researchers?,2014
11,30127,84897386482,N-WASP-directed actin polymerization activates Cas phosphorylation and lamellipodium spreading,2014
104,30127,84922322060,Appreciating force and shape-the rise of mechanotransduction in cell biology,2014
6,30127,84904961687,Structural effects of PrP polymorphisms on intra- and interspecies prion transmission,2014
45,30127,84890180948,Integrin-matrix clusters form podosome-like adhesions in the absence of traction forces,2013
38,30127,84892159494,FHOD1 is needed for directed forces and adhesion maturation during cell spreading and migration,2013
5,30127,84890033654,Bifunctional nanoarrays for probing the immune response at the single-molecule level,2013
47,30127,84886887783,Analysis of the local organization and dynamics of cellular actin networks,2013
3,30127,84885016678,Role of a conserved residue r780 in escherichia coli multidrug transporter acrb,2013
21,30127,84888437737,Mechanical perturbation of filamin A immunoglobulin repeats 20-21 reveals potential non-equilibrium mechanochemical partner binding function,2013
102,30127,84876053270,Integrin-dependent force transmission to the extracellular matrix by ?-actinin triggers adhesion maturation,2013
17,30127,84872333448,Heart extracellular matrix supports cardiomyocyte differentiation of mouse embryonic stem cells,2013
0,30127,84923427839,Toward a modular analysis of cell mechanosensing and mechanotransduction: A manual for cell mechanics,2013
19,30127,84871892885,Endoplasmic spreading requires coalescence of vimentin intermediate filaments at force-bearing adhesions,2013
53,30127,84870255295,Substrate topography and size determine the fate of human embryonic stem cells to neuronal or glial lineage,2013
13,30127,84977668746,"Myosin 1E localizes to actin polymerization sites in lamellipodia, affecting actin dynamics and adhesion formation",2013
33,30127,84874207192,T lymphocyte myosin IIA is required for maturation of the immunological synapse,2012
47,30127,84868237648,Force-dependent cell signaling in stem cell differentiation,2012
32,30127,84865342852,Modularity and functional plasticity of scaffold proteins as p(l)acemakers in cell signaling,2012
0,30127,84869060879,The lasker awards: Motors take centre stage,2012
42,30127,84867036829,Microarray with micro- and nano-topographies enables identification of the optimal topography for directing the differentiation of primary murine neural progenitor cells,2012
137,30127,84866881804,Mechanical feedback between membrane tension and dynamics,2012
35,30127,84865228361,Netrin-1 Attracts axons through FAK-dependent mechanotransduction,2012
58,30127,84865430280,Second-generation covalent TMP-tag for live cell imaging,2012
73,30127,84863602187,Cell crawling mediates collective cell migration to close undamaged epithelial gaps,2012
105,30127,84869102195,Finding the weakest link-exploring integrin-mediated mechanical molecular pathways,2012
21,30127,84861628181,The role of feature curvature in contact guidance,2012
79,30127,84859467404,Cells test substrate rigidity by local contractions on submicrometer pillars,2012
0,30127,84872016221,Following natureÕs challenges,2012
10,30127,84864920732,Spatial-temporal reorganization of activated integrins,2012
88,30127,84855500059,Early integrin binding to Arg-Gly-Asp peptide activates actin polymerization and contractile movement that stimulates outward translocation,2011
97,30127,84855163922,Mechanotransduction in vivo by repeated talin stretch-relaxation events depends upon vinculin,2011
6,30127,84855166358,Controlled confinement of DNA at the nanoscale: nanofabrication and surface bio-functionalization.,2011
5,30127,81855224596,Cellular mechanotransduction: Filamin A strains to regulate motility,2011
32,30127,80053928781,"Biophysics of substrate interaction: Influence on neural motility, differentiation, and repair",2011
27,30127,80052513932,Differential mechanical stability of filamin A rod segments,2011
111,30127,80052277720,Temporary increase in plasma membrane tension coordinates the activation of exocytosis and contraction during cell spreading,2011
25,30127,79957679378,Selective biomolecular nanoarrays for parallel single-molecule investigations,2011
30,30127,79954622506,Filamin depletion blocks endoplasmic spreading and destabilizes force-bearing adhesions,2011
105,30127,79952580461,Nanolithographic control of the spatial organization of cellular adhesion receptors at the single-molecule level,2011
15,30127,79951828117,Signaling network triggers and membrane physical properties control the actin cytoskeleton-driven isotropic phase of cell spreading,2011
2,30127,84255189745,New approach for measuring protrusive forces in cells,2011
33,30127,77956979162,Cell spreading as a hydrodynamic process,2010
209,30127,77956341100,Live-cell super-resolution imaging with trimethoprim conjugates,2010
204,30127,77955580383,Stretchy proteins on stretchy substrates: The important elements of integrin-mediated rigidity sensing,2010
0,30127,77955128885,Erratum: Mechanisms controlling cell size and shape during isotropic cell spreading (Biophysical Journal (2010) 98 (2136-2146)),2010
52,30127,77954907406,Force-dependent polymorphism in type IV pili reveals hidden epitopes,2010
26,30127,77952715744,Mechanisms controlling cell size and shape during isotropic cell spreading,2010
69,30127,77949568954,Force generated by actomyosin contraction builds bridges between adhesive contacts,2010
4,30127,72849121054,Gold-tipped elastomeric pillars for cellular mechanotransduction,2009
176,30127,70349496205,Clustering of ?<inf>5</inf>?<inf>1</inf> integrins determines adhesion strength whereas ?<inf>v</inf>?<inf>3</inf> and talin enable mechanotransduction,2009
74,30127,67749147586,Differential matrix rigidity response in breast cancer cell lines correlates with the tissue tropism,2009
68,30127,67650803382,An in vivo covalent TMP-tag based on proximity-induced reactivity,2009
60,30127,67749127352,Plasma membrane area increases with spread area by exocytosis of a GPI-anchored protein compartment,2009
50,30127,67650427489,Traction on immobilized netrin-1 is sufficient to reorient axons,2009
10,30127,59949103701,Fabrication of nanoscale bioarrays for the study of cytoskeletal protein binding interactions using nanoimprint lithography,2009
2,30127,65649112143,Erratum: The mechanical integrin cycle (Journal of Cell Science (2009) vol. 122 (575) 10.1242/jcs.049544,2009
175,30127,60749130274,Cell fate regulation by coupling mechanical cycles to biochemical signaling pathways,2009
47,30127,60749128399,Force propagation across cells: mechanical coherence of dynamic cytoskeletons,2009
669,30127,59149094538,Stretching single talin rod molecules activates vinculin binding,2009
56,30127,65649146879,Erratum: The mechanical integrin cycle (Journal of Cell Science (2009) vol. 122 (575) 10.1242/jcs.049544),2009
125,30127,61949332926,The mechanical integrin cycle,2009
22,30127,57249086295,Fabrication of elastomer pillar arrays with modulated stiffness for cellular force measurements,2008
48,30127,56349150148,A New Component in Synaptic Plasticity: Upregulation of Kinesin in the Neurons of the Gill-Withdrawal Reflex,2008
77,30127,56649084971,Quantification of cell edge velocities and traction forces reveals distinct motility modules during cell spreading,2008
257,30127,51049100594,Talin depletion reveals independence of initial cell spreading from integrin activation and traction,2008
73,30127,43249101994,Cooperative retraction of bundled type IV pili enables nanonewton force generation,2008
66,30127,41949125038,Immediate-early signaling induced by E-cadherin engagement and adhesion,2008
16,30127,37049023924,Focal adhesion kinase mediates defects in the force-dependent reinforcement of initial integrin-cytoskeleton linkages in metastatic colon cancer cell lines,2008
56,30127,36549087232,RPTP? is required for rigidity-dependent inhibition of extension and differentiation of hippocampal neurons,2007
57,30127,34347244955,Magnetic Tweezers in Cell Biology,2007
39,30127,34250189537,"Morphology, cytoskeletal organization, and myosin dynamics of mouse embryonic fibroblasts cultured on nanofibrillar surfaces",2007
25,30127,34249935978,Energy-dependent nucleolar localization of p53 in vitro requires two discrete regions within the p53 carboxyl terminus,2007
216,30127,34249013684,Opposing Effects of PKC? and WASp on Symmetry Breaking and Relocation of the Immunological Synapse,2007
59,30127,34250877975,Optimized fluorescent trimethoprim derivatives for in vivo protein labeling,2007
52,30127,34147192803,Visualization and Quantification of Mitochondrial Dynamics in Living Animal Cells,2007
173,30127,34248213405,HDAC6 deacetylation of tubulin modulates dynamics of cellular adhesions,2007
0,30127,33846996346,"Erratum: Two distinct modes of myosin assembly and dynamics during epithelial wound closure (Journal of Cell Biology (January 1, 2007) 176, 1, (27-33))",2007
294,30127,33846672361,Lamellipodial Actin Mechanically Links Myosin Activity with Adhesion-Site Formation,2007
79,30127,33846019622,Two distinct modes of myosin assembly and dynamics during epithelial wound closure,2007
528,30127,33751335857,Force Sensing by Mechanical Extension of the Src Family Kinase Substrate p130Cas,2006
0,30127,33751183488,Erratum: The small GTPase R-Ras regulates organization of actin and drives membrane protrusions through the activity of PLC? (J. Cell Sci. vol. 119 (1307-1319)),2006
102,30127,33746255935,Lateral membrane waves constitute a universal dynamic pattern of motile cells,2006
181,30127,33745035202,Continuous membrane-cytoskeleton adhesion requires continuous accommodation to lipid and cytoskeleton dynamics,2006
83,30127,33744772918,Fibronectin rigidity response through Fyn and p130Cas recruitment to the leading edge,2006
60,30127,33646422466,Direct evidence for coherent low velocity axonal transport of mitochondria,2006
190,30127,33645889655,Substrate rigidity and force define form through tyrosine phosphatase and kinase pathways,2006
1198,30127,33645773666,Local force and geometry sensing regulate cell functions,2006
50,30127,33646806089,The small GTPase R-Ras regulates organization of actin and drives membrane protrusions through the activity of PLC?,2006
149,30127,33646155963,Rigidity sensing at the leading edge through ?<inf>v</inf>?<inf>3</inf>integrins and RPTP?,2006
177,30127,33751225683,Nonmuscle myosin IIA-dependent force inhibits cell spreading and drives F-actin flow,2006
6,30127,29944444250,Mechanisms of disease: The biophysical interpretation of the ECM affects physiological and pathophysiological cellular behavior,2005
0,30127,56049119636,Final general discussion,2005
1,30127,34047183719,Dynamics of membranes: From passive to active systems,2005
21,30127,29044438719,Fabrication and surface chemistry of nanoscale bioarrays designed for the study of cytoskeletal protein binding interactions and their effect on cell motility,2005
0,30127,84889834336,Functional Phases in Cell Attachment and Spreading,2005
82,30127,22144490482,Transformation proteins and DNA uptake localize to the cell poles in Bacillus subtilis,2005
194,30127,17144429793,Mitochondrial function and actin regulate dynamin-related protein 1-dependent mitochondrial fission,2005
162,30127,18744406025,In vivo protein labeling with trimethoprim conjugates: A flexible chemical tag,2005
46,30127,15444366909,Force sensing and generation in cell phases: Analyses of complex functions,2005
187,30127,13944265302,Basic mechanism of three-dimensional collagen fibre transport by fibroblasts,2005
197,30127,7744232293,Activation of a signaling cascade by cytoskeleton stretch,2004
89,30127,19544384901,Dynamic phase transitions in cell spreading,2004
76,30127,3342922288,A force-dependent switch reverses type IV pilus retraction,2004
64,30127,3042555855,DNA transport into Bacillus subtilis requires proton motive force to generate large molecular forces,2004
307,30127,3242875557,Axonal mitochondrial transport and potential are correlated,2004
68,30127,3042584357,Methotrexate conjugates: A molecular in vivo protein tag,2004
366,30127,1542380678,Periodic lamellipodial contractions correlate with rearward actin waves,2004
63,30127,2142753950,Tension in Tubulovesicular Networks of Golgi and Endoplasmic Reticulum Membranes,2004
153,30127,1542315352,Nanometer Analysis of Cell Spreading on Matrix-Coated Surfaces Reveals Two Distinct Cell States and STEPs,2004
336,30127,345564815,"Membrane cholesterol, lateral mobility, and the phosphatidylinositol 4,5-bisphosphate-dependent organization of cell actin",2003
184,30127,242361579,Talin1 is critical for force-dependent reinforcement of initial integrin-cytoskeleton bonds but not tyrosine kinase activation,2003
164,30127,141865507,Force-dependent integrin-cytoskeleton linkage formation requires downregulation of focal complex dynamics by Shp2,2003
176,30127,141591532,Pyk2 regulates multiple signaling events crucial for macrophage morphology and migration,2003
63,30127,141521642,"Expression of phosphatidylinositol (4,5) bisphosphate-specific pleckstrin homology domains alters direction but not the level of axonal transport of mitochondria",2003
288,30127,41461882,Two-piconewton slip bond between fibronectin and the cytoskeleton depends on talin,2003
0,30127,38284644,"Erratum: Single pilus motor forces exceed 100 pN (Proceedings of the National Academy of Sciences of the United States of America (December 10, 2002) 99:25 (16012-16017))",2003
160,30127,37437150,RPTP-? acts as a transducer of mechanical force on ?v/?3-integrin-cytoskeleton linkages,2003
220,30127,37058989,Single pilus motor forces exceed 100 pN,2002
0,30127,36907729,The leading edge is the primary force producing component of migrating fibroblasts,2002
